#file,rigging_db.csv
version,rev58
id,section,en,it,es,vanguard,victory,agamemnon,bounty,diana
6536,36 guns,FORE-TOP-MAST,Fore topmast - Sheets - Span — worn,Alberetto di parrocchetto - Scotte - braga — fasciato,Mastelero de trinquete - Escotas - Pata — gastada,73,,3,7,24.26,073-ShipOf36Guns.jpg,Sheets,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,871,871
6537,36 guns,FORE-TOP-MAST,Fore topmast - Sheets - Stoppers,Alberetto di parrocchetto - Scotte - Stoppers,Mastelero de trinquete - Escotas - Bozas,73,,4.5,4,36.38,073-ShipOf36Guns.jpg,Sheets,,lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,871,871
6538,36 guns,FORE-TOP-MAST,Fore topmast - Slings,Alberetto di parrocchetto - Stroppi,Mastelero de trinquete - Eslingas,73,1,4.5,3,36.38,073-ShipOf36Guns.jpg,Slings,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.62.,871,871
6539,36 guns,FORE-TOP-MAST,Fore topmast - Stayfail Stay,Alberetto di parrocchetto - Straglio della vela di straglio,Mastelero de trinquete - Estay de vela de estay,73,,3.5,,28.3,073-ShipOf36Guns.jpg,Stayfail Stay,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza lasciata vuota: nuova lettura OCR discordante dalla precedente. Nessuna stima o interpolazione.,871,871
6540,36 guns,FORE-TOP-MAST,Fore topmast - Stayfail Stay - Tackle,Alberetto di parrocchetto - Straglio della vela di straglio - Paranco,Mastelero de trinquete - Estay de vela de estay - Aparejo,73,,2,35,16.17,073-ShipOf36Guns.jpg,Stayfail Stay,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.43.,871,871
6541,36 guns,FORE-TOP-MAST,Fore topmast - Stayfail Stay - Hallyard,Alberetto di parrocchetto - Straglio della vela di straglio - Drizza,Mastelero de trinquete - Estay de vela de estay - Driza,73,,3.5,,28.3,073-ShipOf36Guns.jpg,Stayfail Stay,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.48. Lunghezza non letta con sufficiente affidabilità (lettura grezza: —).,871,871
6542,36 guns,FORE-TOP-MAST,Fore topmast - Stayfail Stay - Hallyard Strapping,Alberetto di parrocchetto - Straglio della vela di straglio - Drizza Stroppatura,Mastelero de trinquete - Estay de vela de estay - Estrobado de driza,73,,3,33,24.26,073-ShipOf36Guns.jpg,Stayfail Stay,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,871,871
6543,36 guns,FORE-TOP-MAST,Fore topmast - Stayfail Stay - Sheets,Alberetto di parrocchetto - Straglio della vela di straglio - Scotte,Mastelero de trinquete - Estay de vela de estay - Escotas,73,2,3,1,24.26,073-ShipOf36Guns.jpg,Stayfail Stay,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,871,871
6544,36 guns,FORE-TOP-MAST,Fore topmast - Stayfail Stay - Sheets Strapping,Alberetto di parrocchetto - Straglio della vela di straglio - Scotte Stroppatura,Mastelero de trinquete - Estay de vela de estay - Estrobado de escotas,73,,3,41,24.26,073-ShipOf36Guns.jpg,Stayfail Stay,,circonferenza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,871,871
6545,36 guns,FORE-TOP-MAST,Fore topmast - Stayfail Stay - Outhauler,Alberetto di parrocchetto - Straglio della vela di straglio - Caricafuori,Mastelero de trinquete - Estay de vela de estay - Contraescota,73,,2,16,16.17,073-ShipOf36Guns.jpg,Stayfail Stay,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.32.,871,871
6546,36 guns,FORE-TOP-MAST,Fore topmast - Stayfail Stay - Strapping,Alberetto di parrocchetto - Straglio della vela di straglio - Stroppatura,Mastelero de trinquete - Estay de vela de estay - Estrobado,73,,2,1,16.17,073-ShipOf36Guns.jpg,Stayfail Stay,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.29.,871,871
6547,36 guns,FORE-TOP-MAST,Fore topmast - Studdingsail - Hallyards,Alberetto di parrocchetto - Coltellacci - Drizze,Mastelero de trinquete - Ala - Drizas,73,2,8.5,,68.72,073-ShipOf36Guns.jpg,Studdingsail,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.57. Lunghezza non letta con sufficiente affidabilità (lettura grezza: —).,871,871
6548,36 guns,FORE-TOP-MAST,Fore topmast - Studdingsail - Sheets,Alberetto di parrocchetto - Coltellacci - Scotte,Mastelero de trinquete - Ala - Escotas,73,2,4.5,,36.38,073-ShipOf36Guns.jpg,Studdingsail,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.40. Lunghezza non letta con sufficiente affidabilità (lettura grezza: —).,871,871
6549,36 guns,FORE-TOP-MAST,Fore topmast - Studdingsail - Tacks,Alberetto di parrocchetto - Coltellacci - Mure,Mastelero de trinquete - Ala - Amuras,73,2,3.5,,28.3,073-ShipOf36Guns.jpg,Studdingsail,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.45. Lunghezza non letta con sufficiente affidabilità (lettura grezza: —).,871,871
6550,36 guns,FORE-TOP-MAST,Fore topmast - Studdingsail - Downhallers,Alberetto di parrocchetto - Coltellacci - caricabassi,Mastelero de trinquete - Ala - Cargaderas,73,2,1,,8.09,073-ShipOf36Guns.jpg,Studdingsail,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.51. Lunghezza non letta con sufficiente affidabilità (lettura grezza: —).,871,871
6551,36 guns,FORE-TOP-MAST,Fore topmast - Boom Tackles,Alberetto di parrocchetto - Paranchi dei boma,Mastelero de trinquete - Aparejos de botavara,73,2,2.5,,20.21,073-ShipOf36Guns.jpg,Boom Tackles,,Lettura OCR assistita dalla scansione; corrispondenza voce 1.00. Lunghezza non letta con sufficiente affidabilità (lettura grezza: —).,871,871
6552,36 guns,FORE-TOP-MAST,Fore topmast - Boom Tackles - Tails and Straps,Alberetto di parrocchetto - Paranchi dei boma - code e Stroppi,Mastelero de trinquete - Aparejos de botavara - Rabizas y estrobos,73,2,3.5,,28.3,073-ShipOf36Guns.jpg,Boom Tackles,,Lettura OCR assistita dalla scansione; corrispondenza voce 1.00. Lunghezza non letta con sufficiente affidabilità (lettura grezza: —).,871,871
6553,36 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Standing Backstays - Lanyards,Alberetto di velaccino - Paterazzi fissi - Corridori,Mastelerillo de trinquete - Burdas fijas - Acolladores,74,,1,22,8.09,074-ShipOf36Guns.jpg,Standing Backstays,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,871,871
6554,36 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Stay - Strapping,Alberetto di velaccino - Straglio - Stroppatura,Mastelerillo de trinquete - Estay - Estrobado,74,,2,4,16.17,074-ShipOf36Guns.jpg,Stay,,circonferenza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,871,871
6555,36 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Braces - Pendants,Alberetto di velaccino - Bracci - Pendenti,Mastelerillo de trinquete - Brazas - Pendientes,74,,2,8,16.17,074-ShipOf36Guns.jpg,Braces,,circonferenza integrata da nuova rilettura OCR assistita della scansione; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,871,871
6556,36 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Lifts single,Alberetto di velaccino - Amantigli singolo,Mastelerillo de trinquete - Amantillos sencillos,74,,2,36,16.17,074-ShipOf36Guns.jpg,Lifts,,lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,871,871
6557,36 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Clewlines - Strapping,Alberetto di velaccino - Imbrogli - Stroppatura,Mastelerillo de trinquete - Cargaderas de puños - Estrobado,74,,2,,16.17,074-ShipOf36Guns.jpg,Clewlines,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza lasciata vuota: nuova lettura OCR discordante dalla precedente. Nessuna stima o interpolazione.,871,871
6558,36 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Bowlines,Alberetto di velaccino - Boline,Mastelerillo de trinquete - Bolinas,74,2,1,62,8.09,074-ShipOf36Guns.jpg,Bowlines,,lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,871,871
6559,36 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Bowlines - Bridles,Alberetto di velaccino - Boline - briglie,Mastelerillo de trinquete - Bolinas - Bridas,74,2,1,3,8.09,074-ShipOf36Guns.jpg,Bowlines,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.58.,871,871
6560,36 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Shifting Backstays,Alberetto di velaccino - Paterazzi volanti,Mastelerillo de trinquete - Burdas volantes,74,1,3,36,24.26,074-ShipOf36Guns.jpg,Shifting Backstays,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,871,871
6561,36 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Shifting Backstays - Strapping,Alberetto di velaccino - Paterazzi volanti - Stroppatura,Mastelerillo de trinquete - Burdas volantes - Estrobado,74,,2,,16.17,074-ShipOf36Guns.jpg,Shifting Backstays,,circonferenza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,871,871
6562,36 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Studdingsail - Hallyards,Alberetto di velaccino - Coltellacci - Drizze,Mastelerillo de trinquete - Ala - Drizas,74,2,1.5,66,12.13,074-ShipOf36Guns.jpg,Studdingsail,,lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,871,871
6563,36 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Studdingsail - Sheets,Alberetto di velaccino - Coltellacci - Scotte,Mastelerillo de trinquete - Ala - Escotas,74,1,1,17,8.09,074-ShipOf36Guns.jpg,Studdingsail,,circonferenza integrata da nuova rilettura OCR assistita della scansione; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,871,871
6564,36 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Studdingsail - Tacks,Alberetto di velaccino - Coltellacci - Mure,Mastelerillo de trinquete - Ala - Amuras,74,2,1.5,40,12.13,074-ShipOf36Guns.jpg,Studdingsail,,lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,871,871
6565,36 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Studdingsail - Downhallers,Alberetto di velaccino - Coltellacci - caricabassi,Mastelerillo de trinquete - Ala - Cargaderas,74,,1,45,8.09,074-ShipOf36Guns.jpg,Studdingsail,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,871,871
6566,36 guns,MAIN-MAST,Main mast - Girdlines,Albero maestro - Legature d’albero,Palo mayor - Ligaduras de palo,74,,3,64,24.26,074-ShipOf36Guns.jpg,Girdlines,,Lettura OCR assistita dalla scansione; corrispondenza voce 1.00.,871,871
6567,36 guns,MAIN-MAST,Main mast - Pendants of Tackles cabled fine,Albero maestro - Pendenti dei paranchi in cavo fini,Palo mayor - Pendientes colchados finos de aparejos,74,,8.5,15.5,68.72,074-ShipOf36Guns.jpg,Pendants of Tackles,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.62.,871,871
6568,36 guns,MAIN-MAST,Main mast - Pendants of Tackles - Strapping,Albero maestro - Pendenti dei paranchi - Stroppatura,Palo mayor - Pendientes de aparejos - Estrobado,74,,5.5,3,44.47,074-ShipOf36Guns.jpg,Pendants of Tackles,,circonferenza integrata da nuova rilettura OCR assistita della scansione; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,871,871
6569,36 guns,MAIN-MAST,Main mast - Runners of Tackles,Albero maestro - Corridori dei paranchi,Palo mayor - Corredores de aparejos,74,4,5.5,30,44.47,074-ShipOf36Guns.jpg,Runners of Tackles,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,871,871
6570,36 guns,MAIN-MAST,Main mast - Runners of Tackles - Strapping,Albero maestro - Corridori dei paranchi - Stroppatura,Palo mayor - Corredores de aparejos - Estrobado,74,,5,6,40.43,074-ShipOf36Guns.jpg,Runners of Tackles,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,871,871
6571,36 guns,MAIN-MAST,Main mast - Falls of Tackles,Albero maestro - Correnti dei paranchi,Palo mayor - Betas de aparejos,74,4,3,162,24.26,074-ShipOf36Guns.jpg,Falls of Tackles,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,871,871
6572,36 guns,MAIN-MAST,Main mast - Falls of Tackles - Strapping,Albero maestro - Correnti dei paranchi - Stroppatura,Palo mayor - Betas de aparejos - Estrobado,74,,5,73,40.43,074-ShipOf36Guns.jpg,Falls of Tackles,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,871,871
6573,36 guns,MAIN-MAST,Main mast - Falls of Tackles - Seizing,Albero maestro - Correnti dei paranchi - Legatura,Palo mayor - Betas de aparejos - Ligadura,74,,2,20.5,16.17,074-ShipOf36Guns.jpg,Falls of Tackles,,Lettura OCR assistita dalla scansione; corrispondenza voce 1.00.,871,871
6574,36 guns,MAIN-MAST,Main mast - Shrouds - Seizings Eye,Albero maestro - Sartie - Legature occhio,Palo mayor - Obenques - Ligaduras de ojo,74,6,1,30,8.09,074-ShipOf36Guns.jpg,Shrouds,,circonferenza integrata da nuova rilettura OCR assistita della scansione; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,871,871
6575,36 guns,MAIN-MAST,Main mast - Shrouds - End,Albero maestro - Sartie - Estremità,Palo mayor - Obenques - Extremo,74,,1,67,8.09,074-ShipOf36Guns.jpg,Shrouds,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.48.,871,871
6576,36 guns,MAIN-MAST,Main mast - Shrouds - Lanyards fine,Albero maestro - Sartie - Corridori fini,Palo mayor - Obenques - Acolladores finos,74,14,4,,32.34,074-ShipOf36Guns.jpg,Shrouds,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza lasciata vuota: nuova lettura OCR discordante dalla precedente. Nessuna stima o interpolazione.,871,871
6577,36 guns,MAIN-MAST,Main mast - Shrouds - Ratling,Albero maestro - Sartie - grisella,Palo mayor - Obenques - Flechaste,74,,1,,8.09,074-ShipOf36Guns.jpg,Shrouds,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.66. Lunghezza non letta con sufficiente affidabilità (lettura grezza: |).,871,871
6578,36 guns,MAIN-MAST,Main mast - Stay - Seizings,Albero maestro - Straglio - Legature,Palo mayor - Estay - Ligaduras,74,3,1,16,8.09,074-ShipOf36Guns.jpg,Stay,,circonferenza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,871,871
6579,36 guns,MAIN-MAST,Main mast - Stay - Collar Worming,Albero maestro - Straglio - Collare Worming,Palo mayor - Estay - Meollar del collar,74,,1,32,8.09,074-ShipOf36Guns.jpg,Stay,,circonferenza integrata da nuova rilettura OCR assistita della scansione; lunghezza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,871,871
6580,36 guns,MAIN-MAST,Main mast - Stay - Collar Seizings,Albero maestro - Straglio - Collare Legature,Palo mayor - Estay - Ligaduras de collar,74,,1,10,8.09,074-ShipOf36Guns.jpg,Stay,,circonferenza integrata da nuova rilettura OCR assistita della scansione; lunghezza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,871,871
6581,36 guns,MAIN-MAST,Main mast - Catharpin Legs,Albero maestro - Catarpine,Palo mayor - Pernas de contraobenques,74,,15,9,121.28,074-ShipOf36Guns.jpg,Catharpin Legs,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.86.,871,871
6582,36 guns,MAIN-MAST,Main mast - Catharpin Legs - Seizings,Albero maestro - Catarpine - Legature,Palo mayor - Pernas de contraobenques - Ligaduras,74,8,1,32,8.09,074-ShipOf36Guns.jpg,Catharpin Legs,,lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,871,871
6583,36 guns,MAIN-MAST,Main mast - Stay Tackle Pendant,Albero maestro - Penzolo del paranco di straglio,Palo mayor - Pendiente del aparejo de estay,74,,5,4,40.43,074-ShipOf36Guns.jpg,Stay Tackle Pendant,,circonferenza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,871,871
6584,36 guns,MAIN-MAST,Main mast - Stay Tackle Pendant - Strapping,Albero maestro - Penzolo del paranco di straglio,Palo mayor - Pendiente del aparejo de estay - Estrobado,74,,4,3,32.34,074-ShipOf36Guns.jpg,Stay Tackle Pendant,,circonferenza integrata da nuova rilettura OCR assistita della scansione; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,871,871
6585,36 guns,MAIN-MAST,Main mast - Fore-Stay Tackle Fall,Albero maestro - Fore-Stay Paranco Corrente,Palo mayor - Fore-Stay aparejo beta,74,,3.5,,28.3,074-ShipOf36Guns.jpg,Fore-Stay Tackle Fall,,Lettura OCR assistita dalla scansione; corrispondenza voce 1.00. Lunghezza non letta con sufficiente affidabilità (lettura grezza: —).,871,871
6586,36 guns,MAIN-MAST,Main mast - Fore-Stay Tackle Fall - Strapping,Albero maestro - Fore-Stay Paranco Corrente - Stroppatura,Palo mayor - Fore-Stay aparejo beta - Estrobado,74,,3,38,24.26,074-ShipOf36Guns.jpg,Fore-Stay Tackle Fall,,circonferenza integrata da nuova rilettura OCR assistita della scansione; lunghezza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,871,871
6587,36 guns,MAIN-MAST,Main mast - Crowfoot for the Top,Albero maestro - Ragnatela della coffa,Palo mayor - Pata de araña para la cofa,74,,8.5,,68.72,074-ShipOf36Guns.jpg,Crowfoot for the Top,,Lettura OCR assistita dalla scansione; corrispondenza voce 1.00. Lunghezza non letta con sufficiente affidabilità (lettura grezza: ]).,871,871
6588,36 guns,MAIN-MAST,Main mast - Crowfoot for the Top - Tackle,Albero maestro - Ragnatela della coffa - Paranco,Palo mayor - Pata de araña para la cofa - Aparejo,74,,1,80,8.09,074-ShipOf36Guns.jpg,Crowfoot for the Top,,circonferenza integrata da nuova rilettura OCR assistita della scansione; lunghezza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,871,871
6589,36 guns,MAIN-MAST,Main mast - Jeers - Strapping,Albero maestro - Drizze del pennone - Stroppatura,Palo mayor - Ostagas - Estrobado,74,,0.5,18,4.04,074-ShipOf36Guns.jpg,Jeers,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,871,871
6590,36 guns,MAIN-MAST,Main mast - Jeers - Seizing,Albero maestro - Drizze del pennone - Legatura,Palo mayor - Ostagas - Ligadura,74,,1,24,8.09,074-ShipOf36Guns.jpg,Jeers,,circonferenza integrata da nuova rilettura OCR assistita della scansione; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,871,871
